Name;Street Address;Location;Type;Reviews;No of Reviews;Contact Number;Trip_advisor Url;Menu;Price_Range;City
Blue Point Grill;258 Nassau St;Princeton, NJ 08542-4623; American, Seafood, Vegetarian Friendly;4.5;861 reviews;+1 609-921-1211;https://www.tripadvisor.com//Restaurant_Review-g46756-d513458-Reviews-Blue_Point_Grill-Princeton_New_Jersey.html;Check The Website for a Menu;$$ - $$$;Princeton
Executive Surf Club;309 N Water St;Corpus Christi, TX 78401-2569; American;4;233 reviews;+1 361-884-7873;https://www.tripadvisor.com//Restaurant_Review-g60927-d2658584-Reviews-Executive_Surf_Club-Corpus_Christi_Texas.html;Check The Website for a Menu;$;Corpus Christi
Rumba Cubana - Clifton;2 South Pkwy;Clifton, NJ 07014-1410; Latin, Cuban, Caribbean;4.5;56 reviews;+1 973-777-2999;https://www.tripadvisor.com//Restaurant_Review-g46365-d12944657-Reviews-Rumba_Cubana_Clifton-Clifton_New_Jersey.html;http://www.rumbacubana.com/clifton/food-and-restaurants-regular-menu;$$ - $$$;Clifton
Arlene's;624 Asbury Ave;Ocean City, NJ 08226-3832; American, Cafe, Vegetarian Friendly;4.5;114 reviews;+1 609-399-3639;https://www.tripadvisor.com//Restaurant_Review-g46696-d2231102-Reviews-Arlene_s-Ocean_City_Cape_May_County_New_Jersey.html;Check The Website for a Menu;$$ - $$$;Ocean City
Bottagra;80 Wagaraw Rd;Hawthorne, NJ 07506-2704; Italian, Vegetarian Friendly, Vegan Options;4.5;111 reviews;+1 973-423-4433;https://www.tripadvisor.com//Restaurant_Review-g46500-d2096670-Reviews-Bottagra-Hawthorne_New_Jersey.html;Check The Website for a Menu;$$$$;Hawthorne
Purple Room Supper Club;1900 E Palm Canyon Dr;Palm Springs, Greater Palm Springs, CA 92264-1621; American, Bar, Contemporary;4.5;1,207 reviews;+1 760-322-4422;https://www.tripadvisor.com//Restaurant_Review-g32847-d4877452-Reviews-Purple_Room_Supper_Club-Palm_Springs_Greater_Palm_Springs_California.html;https://www.purpleroompalmsprings.com/dining;$$ - $$$;Palm Springs
Time Out Ale House;34525 16th Ave S;Federal Way, WA 98003-6802; American, Bar, Pub;4.5;26 reviews;Not Available;https://www.tripadvisor.com//Restaurant_Review-g58471-d4027231-Reviews-Time_Out_Ale_House-Federal_Way_Washington.html;http://www.timeoutalehouse.com/menu.aspx;$$ - $$$;Federal Way
Naruto Ramen;1596 3rd Ave;New York City, NY 10128-3417; Japanese, Asian, Soups;4.5;190 reviews;+1 212-289-7803;https://www.tripadvisor.com//Restaurant_Review-g60763-d938985-Reviews-Naruto_Ramen-New_York_City_New_York.html;Check The Website for a Menu;$;New York City
Outback Steakhouse;2770 Hooper Ave;Brick, NJ 08723-4160; American, Steakhouse;4;125 reviews;+1 732-920-1222;https://www.tripadvisor.com//Restaurant_Review-g46321-d457969-Reviews-Outback_Steakhouse-Brick_New_Jersey.html;Check The Website for a Menu;$$ - $$$;Brick
Betty's;370 Virginia St;Buffalo, NY 14201-1952; American, Vegetarian Friendly, Vegan Options;4.5;372 reviews;+1 716-362-0633;https://www.tripadvisor.com//Restaurant_Review-g60974-d663989-Reviews-Betty_s-Buffalo_New_York.html;Check The Website for a Menu;$$ - $$$;Buffalo
Texas Roadhouse;1224 E Jackson Ave;McAllen, TX 78503-1605; American, Steakhouse;4.5;96 reviews;+1 956-682-5400;https://www.tripadvisor.com//Restaurant_Review-g56255-d1209047-Reviews-Texas_Roadhouse-McAllen_Texas.html;http://www.texasroadhouse.com/menu;$$ - $$$;McAllen
Whistle Stop Ale House;809 S 4th St;Renton, WA 98057-2731; American, Bar, Pub;4;156 reviews;+1 425-277-3039;https://www.tripadvisor.com//Restaurant_Review-g58704-d512610-Reviews-Whistle_Stop_Ale_House-Renton_Washington.html;Check The Website for a Menu;$$ - $$$;Renton
Scott's Seafood Restaurant;2 Broadway;Oakland, CA 94607-3748; American, Seafood, Vegetarian Friendly;4;574 reviews;+1 510-444-3456;https://www.tripadvisor.com//Restaurant_Review-g32810-d485445-Reviews-Scott_s_Seafood_Restaurant-Oakland_California.html;Check The Website for a Menu;$$$$;Oakland
Istanbul Grill &Bar;401 Throckmorton St;Fort Worth, TX 76102-7410; Mediterranean, Turkish, Vegetarian Friendly;4.5;114 reviews;+1 817-885-7326;https://www.tripadvisor.com//Restaurant_Review-g55857-d12335829-Reviews-Istanbul_Grill_Bar-Fort_Worth_Texas.html;http://www.istanbulgrillbar.com/menu;$$ - $$$;Fort Worth
Kenny's Wood Fired Grill;5000 Belt Line Rd Ste 775;Dallas, TX 75254-6747; American, Bar, Vegetarian Friendly;4.5;1,406 reviews;+1 972-392-9663;https://www.tripadvisor.com//Restaurant_Review-g55711-d609674-Reviews-Kenny_s_Wood_Fired_Grill-Dallas_Texas.html;http://kennyswoodfiredgrill.com/wp-content/uploads/2019/07/Restaurant-Week-Menu-KWFG-2019.pdf;$$ - $$$;Dallas
Umami Burger;500 Broadway;Santa Monica, CA 90401-2406; American, Bar, Vegetarian Friendly;4.5;339 reviews;+1 310-451-1614;https://www.tripadvisor.com//Restaurant_Review-g33052-d2191296-Reviews-Umami_Burger-Santa_Monica_California.html;Check The Website for a Menu;$$ - $$$;Santa Monica
Piero's PizzaVino;73722 El Paseo;Palm Desert, Greater Palm Springs, CA 92260-4300; Italian, Vegetarian Friendly, Vegan Options;4.5;636 reviews;+1 760-568-2525;https://www.tripadvisor.com//Restaurant_Review-g32846-d2456232-Reviews-Piero_s_PizzaVino-Palm_Desert_Greater_Palm_Springs_California.html;https://www.ppizzavino.com/menus;$$ - $$$;Palm Desert
Brick Oven;775 Mantoloking Rd;Brick, NJ 08723-5336; Italian, Pizza;4.5;25 reviews;+1 732-451-0300;https://www.tripadvisor.com//Restaurant_Review-g46321-d4543760-Reviews-Brick_Oven-Brick_New_Jersey.html;https://brickovenbrick.com/menus/;$$ - $$$;Brick
Boucherie West Village;99 7th Ave S;New York City, NY 10014-3415; French, Steakhouse, Vegetarian Friendly;4.5;1,085 reviews;+1 212-837-1616;https://www.tripadvisor.com//Restaurant_Review-g60763-d11918545-Reviews-Boucherie_West_Village-New_York_City_New_York.html;Check The Website for a Menu;$$ - $$$;New York City
Jimmy Mac's Roadhouse;225 SW 7th St;Renton, WA 98057-2310; American, Steakhouse, Bar;4;323 reviews;+1 425-227-6881;https://www.tripadvisor.com//Restaurant_Review-g58704-d463969-Reviews-Jimmy_Mac_s_Roadhouse-Renton_Washington.html;https://www.jimmymacsroadhouse.com/menu/;$$ - $$$;Renton
Cracker Barrel;3817 W Expressway 83;McAllen, TX 78503-8145; American, Vegetarian Friendly;4;115 reviews;+1 956-683-1874;https://www.tripadvisor.com//Restaurant_Review-g56255-d1172269-Reviews-Cracker_Barrel-McAllen_Texas.html;Check The Website for a Menu;$$ - $$$;McAllen
Burma Superstar;4721 Telegraph Ave;Oakland, CA 94609-2023; Asian, Burmese, Vegetarian Friendly;4.5;401 reviews;+1 510-652-2900;https://www.tripadvisor.com//Restaurant_Review-g32810-d1544869-Reviews-Burma_Superstar-Oakland_California.html;Check The Website for a Menu;$$ - $$$;Oakland
Ruth's Chris Steak House;2020 Atlantic Ave;Atlantic City, NJ 08401-6734; American, Steakhouse, Gluten Free Options;4.5;303 reviews;+1 609-344-5833;https://www.tripadvisor.com//Restaurant_Review-g29750-d630866-Reviews-Ruth_s_Chris_Steak_House-Atlantic_City_New_Jersey.html;Check The Website for a Menu;$$$$;Atlantic City
Masraff's;1753 Post Oak Blvd;Houston, TX 77056-3801; American, Seafood, Vegan Options;4.5;384 reviews;+1 713-355-1975;https://www.tripadvisor.com//Restaurant_Review-g56003-d442210-Reviews-Masraff_s-Houston_Texas.html;Check The Website for a Menu;$$$$;Houston
Coltivare;235 S Cayuga St;Ithaca, NY 14850-5509; American, Vegetarian Friendly, Vegan Options;4;186 reviews;+1 607-882-2333;https://www.tripadvisor.com//Restaurant_Review-g47958-d7291221-Reviews-Coltivare-Ithaca_Finger_Lakes_New_York.html;Check The Website for a Menu;$$ - $$$;Ithaca
Belotti Ristorante E Bottega;5403 College Ave;Oakland, CA 94618-1502; Italian, European, Vegetarian Friendly;4.5;149 reviews;+1 510-788-7890;https://www.tripadvisor.com//Restaurant_Review-g32810-d10067472-Reviews-Belotti_Ristorante_E_Bottega-Oakland_California.html;Check The Website for a Menu;$$ - $$$;Oakland
Hoffbrau Steak & Grill House - Amarillo;7203 I-40 West;Amarillo, TX 79106; American, Steakhouse, Bar;4;659 reviews;+1 806-358-6595;https://www.tripadvisor.com//Restaurant_Review-g30165-d1827721-Reviews-Hoffbrau_Steak_Grill_House_Amarillo-Amarillo_Texas.html;Check The Website for a Menu;$$ - $$$;Amarillo
Boston's Restaurant & Sports Bar;2501 E Lamar Blvd;Arlington, TX 76006-7505; Italian, American, Bar;4;264 reviews;+1 817-633-7773;https://www.tripadvisor.com//Restaurant_Review-g30183-d1820020-Reviews-Boston_s_Restaurant_Sports_Bar-Arlington_Texas.html;http://www.bostons.com/menu;$$ - $$$;Arlington
Sri Siam;44 Sherwood Ave;Rensselaer, NY 12144-3321; Asian, Thai, Vegetarian Friendly;4.5;94 reviews;518-915-1655;https://www.tripadvisor.com//Restaurant_Review-g48480-d2551748-Reviews-Sri_Siam-Rensselaer_New_York.html;Check The Website for a Menu;$$ - $$$;Rensselaer
Shore Good Pancake House;34 Lanes Mill Rd;Brick, NJ 08724-7056; Cafe;4.5;39 reviews;+1 732-840-4100;https://www.tripadvisor.com//Restaurant_Review-g46321-d2228863-Reviews-Shore_Good_Pancake_House-Brick_New_Jersey.html;Check The Website for a Menu;$$ - $$$;Brick
Truluck's Seafood;10225 Research Blvd Ste 4000;Austin, TX 78759-5704; American, Seafood, Gluten Free Options;4.5;283 reviews;+1 512-794-8300;https://www.tripadvisor.com//Restaurant_Review-g30196-d1310638-Reviews-Truluck_s_Seafood-Austin_Texas.html;Check The Website for a Menu;$$$$;Austin
Rory Dolan's Restaurant;890 McLean Ave;Yonkers, NY 10704-4102; Irish, Italian, American;4.5;247 reviews;+1 914-776-2946;https://www.tripadvisor.com//Restaurant_Review-g48922-d447715-Reviews-Rory_Dolan_s_Restaurant-Yonkers_New_York.html;Check The Website for a Menu;$$ - $$$;Yonkers
Allen Burger Venture;175 Allen St;Buffalo, NY 14201-1515; American, Bar, Pub;4.5;166 reviews;+1 716-768-0386;https://www.tripadvisor.com//Restaurant_Review-g60974-d7991564-Reviews-Allen_Burger_Venture-Buffalo_New_York.html;Check The Website for a Menu;$$ - $$$;Buffalo
Henry's Ocean View Dining;21100 Pacific Coast Highway;Huntington Beach, CA 92648; Steakhouse, Seafood;5;7 reviews;+1 714-845-8450;https://www.tripadvisor.com//Restaurant_Review-g32513-d17692094-Reviews-Henry_s_Ocean_View_Dining-Huntington_Beach_California.html;Check The Website for a Menu;$$ - $$$;Huntington Beach
Tavern on the Square;18607 Bothell Way NE;Bothell, WA 98011-1928; American, Bar, Pub;3.5;108 reviews;+1 425-398-0122;https://www.tripadvisor.com//Restaurant_Review-g58362-d9597101-Reviews-Tavern_on_the_Square-Bothell_Washington.html;Check The Website for a Menu;$$ - $$$;Bothell
Toutant;437 Ellicott St;Buffalo, NY 14203-1519; American, Cajun & Creole, Vegetarian Friendly;4.5;197 reviews;+1 716-342-2901;https://www.tripadvisor.com//Restaurant_Review-g60974-d8114033-Reviews-Toutant-Buffalo_New_York.html;Check The Website for a Menu;$$ - $$$;Buffalo
Pecan Grill at the Overton Hotel;2322 Mac Davis Ln;Lubbock, TX 79401-2219; American, Southwestern, Bar;4.5;417 reviews;+1 806-776-7010;https://www.tripadvisor.com//Restaurant_Review-g56208-d2101323-Reviews-Pecan_Grill_at_the_Overton_Hotel-Lubbock_Texas.html;https://www.overtonhotel.com/dining/;$$ - $$$;Lubbock
Dutch Kills Centraal;3840 29th St;Long Island City, NY 11101-2715; American, Bar, Gastropub;4;618 reviews;+1 718-606-8651;https://www.tripadvisor.com//Restaurant_Review-g48080-d5532852-Reviews-Dutch_Kills_Centraal-Long_Island_City_Queens_New_York.html;Check The Website for a Menu;$$ - $$$;Long Island City
Saltgrass Steak House;560 W LBJ Freeway;Irving, TX 75063; American, Gluten Free Options;4;392 reviews;+1 972-373-9944;https://www.tripadvisor.com//Restaurant_Review-g56032-d465202-Reviews-Saltgrass_Steak_House-Irving_Texas.html;http://www.saltgrass.com/menu.asp;$$ - $$$;Irving
The Ram Restaurant & Brewery;3001 Ruston Way;Tacoma, WA 98402-5306; American, Bar, Pub;4;443 reviews;+1 253-756-7450;https://www.tripadvisor.com//Restaurant_Review-g58775-d1028645-Reviews-The_Ram_Restaurant_Brewery-Tacoma_Washington.html;Check The Website for a Menu;$$ - $$$;Tacoma
Dirt Candy;86 Allen St;New York City, NY 10002-3014; American, Vegetarian Friendly, Vegan Options;4.5;353 reviews;+1 212-228-7732;https://www.tripadvisor.com//Restaurant_Review-g60763-d1236468-Reviews-Dirt_Candy-New_York_City_New_York.html;Check The Website for a Menu;$$ - $$$;New York City
BO-beau kitchen + roof tap;144 Pine Ave;Long Beach, CA 90802-4411; American, Bar, Pub;4.5;184 reviews;+1 562-983-0056;https://www.tripadvisor.com//Restaurant_Review-g32648-d5422360-Reviews-BO_beau_kitchen_roof_tap-Long_Beach_California.html;Check The Website for a Menu;$$ - $$$;Long Beach
Buenos Aires;513 E 6th St;New York City, NY 10009-6621; Steakhouse, Latin, Argentinean;4.5;424 reviews;+1 212-228-2775;https://www.tripadvisor.com//Restaurant_Review-g60763-d901589-Reviews-Buenos_Aires-New_York_City_New_York.html;Check The Website for a Menu;$$ - $$$;New York City
SoleLuna;4001 Queens Blvd;Sunnyside, NY 11104-3301; Italian, Mediterranean, Vegetarian Friendly;4.5;89 reviews;+1 929-296-3942;https://www.tripadvisor.com//Restaurant_Review-g48707-d8338017-Reviews-SoleLuna-Sunnyside_Queens_New_York.html;http://solelunanyc.com/sample-page/#menu;$$ - $$$;Sunnyside
Old Spaghetti Factory;2509 196th St SW;Lynnwood, WA 98036-6918; Italian, Vegetarian Friendly;3.5;203 reviews;+1 425-672-7006;https://www.tripadvisor.com//Restaurant_Review-g58578-d464053-Reviews-Old_Spaghetti_Factory-Lynnwood_Washington.html;https://www.osf.com/menu/;$$ - $$$;Lynnwood
Amore Ristorante;140 Rifle Camp Rd;Woodland Park, NJ 07424-3305; Italian, Vegetarian Friendly, Vegan Options;4.5;88 reviews;+1 973-925-5600;https://www.tripadvisor.com//Restaurant_Review-g3411624-d7142087-Reviews-Amore_Ristorante-Woodland_Park_New_Jersey.html;Check The Website for a Menu;$$ - $$$;Woodland Park
Boca Bistro;384 Broadway;Saratoga Springs, NY 12866-3123; Bar, Spanish, Vegetarian Friendly;4.5;605 reviews;518-682-2800;https://www.tripadvisor.com//Restaurant_Review-g48562-d3242007-Reviews-Boca_Bistro-Saratoga_Springs_New_York.html;Check The Website for a Menu;$$ - $$$;Saratoga Springs
Sabroso! Mexican Grill;13129 Harbor Blvd;Garden Grove, CA 92843-1700; Mexican, Vegetarian Friendly;4.5;154 reviews;+1 714-537-7080;https://www.tripadvisor.com//Restaurant_Review-g32420-d3674641-Reviews-Sabroso_Mexican_Grill-Garden_Grove_California.html;Check The Website for a Menu;$$ - $$$;Garden Grove
PITHARI TAVERNA;28 Woodbridge Ave;Highland Park, NJ 08904-3234; Mediterranean, Greek, Vegetarian Friendly;4;201 reviews;+1 732-572-0616;https://www.tripadvisor.com//Restaurant_Review-g46508-d1051392-Reviews-PITHARI_TAVERNA-Highland_Park_New_Jersey.html;Check The Website for a Menu;$$ - $$$;Highland Park
Mei Jin Ramen;1574 2nd Ave;New York City, NY 10028-2617; Japanese, Soups, Asian;4.5;144 reviews;+1 212-327-2800;https://www.tripadvisor.com//Restaurant_Review-g60763-d7284388-Reviews-Mei_Jin_Ramen-New_York_City_New_York.html;http://meijinramen.net/menu;$$ - $$$;New York City
Casa Mia;505 Meridian Ave E;Puyallup, WA 98371-1038; Italian, Pizza, Vegetarian Friendly;4;76 reviews;+1 253-770-0400;https://www.tripadvisor.com//Restaurant_Review-g58693-d464112-Reviews-Casa_Mia-Puyallup_Washington.html;http://www.casamiarestaurants.com/menus/;$$ - $$$;Puyallup
Duke's Seafood & Chowder;500 Bellevue Way NE;Bellevue, WA 98004-5180; American, Seafood, Gluten Free Options;4.5;89 reviews;+1 425-505-2247;https://www.tripadvisor.com//Restaurant_Review-g58349-d12918802-Reviews-Duke_s_Seafood_Chowder-Bellevue_Washington.html;Check The Website for a Menu;$$ - $$$;Bellevue
Cappy's Restaurant;5011 Broadway St;San Antonio, TX 78209-5707; American, Contemporary, Vegetarian Friendly;4.5;574 reviews;+1 210-828-9669;https://www.tripadvisor.com//Restaurant_Review-g60956-d437336-Reviews-Cappy_s_Restaurant-San_Antonio_Texas.html;Check The Website for a Menu;$$ - $$$;San Antonio
Texas De Brazil;313 E Houston St;San Antonio, TX 78205-1802; Steakhouse, Brazilian, Vegetarian Friendly;4.5;594 reviews;+1 210-299-1600;https://www.tripadvisor.com//Restaurant_Review-g60956-d2011064-Reviews-Texas_De_Brazil-San_Antonio_Texas.html;Check The Website for a Menu;$$$$;San Antonio
A Touch of Naples Pizza & Pasta;389 Violet Ave;Poughkeepsie, NY 12601-1054; Italian, Pizza;5;22 reviews;+1 845-473-5744;https://www.tripadvisor.com//Restaurant_Review-g48443-d4654515-Reviews-A_Touch_of_Naples_Pizza_Pasta-Poughkeepsie_New_York.html;Check The Website for a Menu;$;Poughkeepsie
Midgley's Public House;296 Lincoln Ctr;Stockton, CA 95207-2621; American, Bar, Gluten Free Options;4;102 reviews;+1 209-474-7700;https://www.tripadvisor.com//Restaurant_Review-g33130-d7624766-Reviews-Midgley_s_Public_House-Stockton_California.html;https://www.midgleyspublichouse.com/menus/;$$ - $$$;Stockton
P.F. Chang's;340 S Pine Ave;Long Beach, CA 90802-4531; Chinese, Asian;4;371 reviews;+1 562-308-1025;https://www.tripadvisor.com//Restaurant_Review-g32648-d1058997-Reviews-P_F_Chang_s-Long_Beach_California.html;Check The Website for a Menu;$$ - $$$;Long Beach
Desperados - Dos;3443 Big Spring;Garland, TX 75041; Mexican, Southwestern, Latin;4.5;123 reviews;+1 972-530-8886;https://www.tripadvisor.com//Restaurant_Review-g55884-d513109-Reviews-Desperados_Dos-Garland_Texas.html;Check The Website for a Menu;$$ - $$$;Garland
Truluck's Seafood, Steak, and Crab House;2401 McKinney Ave;Dallas, TX 75201-1938; Steakhouse, American, Seafood;4.5;876 reviews;+1 214-220-2401;https://www.tripadvisor.com//Restaurant_Review-g55711-d464847-Reviews-Truluck_s_Seafood_Steak_and_Crab_House-Dallas_Texas.html;Check The Website for a Menu;$$$$;Dallas
Ikea;1000 Ikea Dr;Elizabeth, NJ 07201-2915; Fast Food, Swedish, Scandinavian;4;102 reviews;+1 888-888-4532;https://www.tripadvisor.com//Restaurant_Review-g46414-d3821381-Reviews-Ikea-Elizabeth_New_Jersey.html;Check The Website for a Menu;$;Elizabeth
Via Veneto Italian Ristorante;629 Brick Blvd.;Brick, NJ 08723; Italian;4;72 reviews;+1 732-477-2618;https://www.tripadvisor.com//Restaurant_Review-g46321-d4706216-Reviews-Via_Veneto_Italian_Ristorante-Brick_New_Jersey.html;Check The Website for a Menu;$$ - $$$;Brick
Zaragoza Grill;1000 Zaragoza St;Laredo, TX 78040-5928; Mexican, American, Bar;4.5;60 reviews;+1 956-753-4444;https://www.tripadvisor.com//Restaurant_Review-g56137-d4090575-Reviews-Zaragoza_Grill-Laredo_Texas.html;Check The Website for a Menu;$$ - $$$;Laredo
Harry's Coffee Shop;7545 Girard Ave;La Jolla, San Diego, CA 92037-5102; American, Cafe, Diner;4.5;386 reviews;+1 858-454-7381;https://www.tripadvisor.com//Restaurant_Review-g32578-d494729-Reviews-Harry_s_Coffee_Shop-La_Jolla_San_Diego_California.html;Check The Website for a Menu;$$ - $$$;La Jolla
Teresa Caffe;23 Palmer Sq E;Princeton, NJ 08542-3714; Italian, Pizza, Vegetarian Friendly;4;396 reviews;+1 609-921-1974;https://www.tripadvisor.com//Restaurant_Review-g46756-d513549-Reviews-Teresa_Caffe-Princeton_New_Jersey.html;Check The Website for a Menu;$$ - $$$;Princeton
Thai's Thumbz;3610 Shire Blvd;Richardson, TX 75082-2241; Asian, Thai, Vegetarian Friendly;4.5;76 reviews;+1 972-423-2444;https://www.tripadvisor.com//Restaurant_Review-g56538-d2624980-Reviews-Thai_s_Thumbz-Richardson_Texas.html;Check The Website for a Menu;$$ - $$$;Richardson
The Cove on Harbor;1540 S Harbor Blvd;Anaheim, CA 92802-2312; Cafe;4.5;263 reviews;+1 714-535-6650;https://www.tripadvisor.com//Restaurant_Review-g29092-d5568954-Reviews-The_Cove_on_Harbor-Anaheim_California.html;Check The Website for a Menu;$;Anaheim
CUCINA urbana;505 Laurel St;San Diego, CA 92101-1634; Wine Bar, Italian, Vegetarian Friendly;4.5;924 reviews;+1 619-239-2222;https://www.tripadvisor.com//Restaurant_Review-g60750-d481934-Reviews-CUCINA_urbana-San_Diego_California.html;Check The Website for a Menu;$$ - $$$;San Diego
Decoy Bar;529 1/2 Hudson St;New York City, NY 10014-2601; Chinese, Asian;4.5;188 reviews;+1 212-691-9700;https://www.tripadvisor.com//Restaurant_Review-g60763-d6654379-Reviews-Decoy_Bar-New_York_City_New_York.html;http://www.decoynyc.com/menus/;$$ - $$$;New York City
Ivar's Mukilteo Landing;710 Front St;Mukilteo, WA 98275-1510; American, Seafood, Vegetarian Friendly;4.5;966 reviews;+1 425-742-6180;https://www.tripadvisor.com//Restaurant_Review-g58625-d593906-Reviews-Ivar_s_Mukilteo_Landing-Mukilteo_Washington.html;https://www.ivars.com/locations/mukilteo-landing#menus;$$ - $$$;Mukilteo
